Employee,LEVEL-01,LEVEL-02,LEVEL-03
EMP_4989,DEPT_02,Grade_1.3,LVL_01
EMP_4990,DEPT_03,Grade_1.2,LVL_03
EMP_4991,DEPT_03,Grade_1.3,LVL_04
EMP_4992,DEPT_03,Grade_1.3,LVL_04
EMP_4993,DEPT_03,Grade_1.3,LVL_01
EMP_4994,DEPT_03,Grade_1.3,LVL_02
EMP_4995,DEPT_01,Grade_1.3,LVL_04
EMP_4996,DEPT_03,Grade_1.3,LVL_03
EMP_4997,DEPT_01,Grade_1.2,LVL_04
EMP_4998,DEPT_03,Grade_1.2,LVL_02
EMP_4999,DEPT_02,Grade_1.3,LVL_04
EMP_5000,DEPT_02,Grade_1.2,LVL_01
EMP_5001,DEPT_03,Grade_1.2,LVL_04
EMP_5002,DEPT_02,Grade_1.2,LVL_04
EMP_5003,DEPT_01,Grade_1.4,LVL_04
EMP_5004,DEPT_02,Grade_1.3,LVL_03
EMP_5005,DEPT_01,Grade_1.2,LVL_01
EMP_5006,DEPT_02,Grade_1.4,LVL_01
EMP_5007,DEPT_02,Grade_1.2,LVL_01
EMP_5008,DEPT_03,Grade_1.4,LVL_01
EMP_5009,DEPT_02,Grade_1.4,LVL_01
EMP_5010,DEPT_03,Grade_1.4,LVL_02
EMP_5011,DEPT_03,Grade_1.2,LVL_03
EMP_5012,DEPT_01,Grade_1.4,LVL_03
EMP_5013,DEPT_02,Grade_1.4,LVL_01
EMP_5014,DEPT_02,Grade_1.2,LVL_03
EMP_5015,DEPT_01,Grade_1.4,LVL_02
EMP_5016,DEPT_02,Grade_1.2,LVL_01
EMP_5017,DEPT_03,Grade_1.4,LVL_01
EMP_5018,DEPT_01,Grade_1.4,LVL_02
EMP_5019,DEPT_02,Grade_1.3,LVL_03
EMP_5020,DEPT_03,Grade_1.4,LVL_02
EMP_5021,DEPT_02,Grade_1.3,LVL_01
EMP_5022,DEPT_02,Grade_1.2,LVL_03
EMP_5023,DEPT_03,Grade_1.2,LVL_03
EMP_5024,DEPT_03,Grade_1.4,LVL_03
EMP_5025,DEPT_03,Grade_1.4,LVL_03
EMP_5026,DEPT_01,Grade_1.2,LVL_03
EMP_5027,DEPT_02,Grade_1.3,LVL_01
EMP_5028,DEPT_03,Grade_1.4,LVL_02
EMP_5029,DEPT_02,Grade_1.4,LVL_02
EMP_5030,DEPT_02,Grade_1.3,LVL_04
EMP_5031,DEPT_03,Grade_1.3,LVL_01
EMP_5032,DEPT_02,Grade_1.2,LVL_04
EMP_5033,DEPT_02,Grade_1.3,LVL_01
EMP_5034,DEPT_01,Grade_1.4,LVL_04
EMP_5035,DEPT_03,Grade_1.4,LVL_04
EMP_5036,DEPT_03,Grade_1.3,LVL_01
EMP_5037,DEPT_02,Grade_1.4,LVL_01
EMP_5038,DEPT_02,Grade_1.4,LVL_04
EMP_5039,DEPT_01,Grade_1.4,LVL_03
EMP_5040,DEPT_03,Grade_1.4,LVL_01
EMP_5041,DEPT_02,Grade_1.3,LVL_01
EMP_5042,DEPT_03,Grade_1.3,LVL_04
EMP_5043,DEPT_03,Grade_1.3,LVL_04
EMP_5044,DEPT_02,Grade_1.3,LVL_04
EMP_5045,DEPT_02,Grade_1.3,LVL_01
EMP_5046,DEPT_02,Grade_1.2,LVL_04
EMP_5047,DEPT_01,Grade_1.3,LVL_02
EMP_5048,DEPT_03,Grade_1.3,LVL_01
EMP_5049,DEPT_03,Grade_1.4,LVL_03
EMP_5050,DEPT_03,Grade_1.2,LVL_02
EMP_5051,DEPT_02,Grade_1.3,LVL_03
EMP_5052,DEPT_02,Grade_1.2,LVL_03
EMP_5053,DEPT_01,Grade_1.4,LVL_02
EMP_5054,DEPT_02,Grade_1.3,LVL_02
EMP_5055,DEPT_03,Grade_1.2,LVL_02
EMP_5056,DEPT_02,Grade_1.4,LVL_02
EMP_5057,DEPT_02,Grade_1.2,LVL_02
EMP_5058,DEPT_01,Grade_1.4,LVL_03
EMP_5059,DEPT_01,Grade_1.2,LVL_02
EMP_5060,DEPT_01,Grade_1.2,LVL_02
EMP_5061,DEPT_01,Grade_1.3,LVL_04
EMP_5062,DEPT_01,Grade_1.3,LVL_03
EMP_5063,DEPT_01,Grade_1.3,LVL_02
EMP_5064,DEPT_01,Grade_1.4,LVL_03
EMP_5065,DEPT_02,Grade_1.3,LVL_04
EMP_5066,DEPT_03,Grade_1.4,LVL_02
EMP_5067,DEPT_02,Grade_1.4,LVL_02
EMP_5068,DEPT_03,Grade_1.2,LVL_04
EMP_5069,DEPT_01,Grade_1.4,LVL_03
EMP_5070,DEPT_03,Grade_1.3,LVL_03
EMP_5071,DEPT_03,Grade_1.3,LVL_02
EMP_5072,DEPT_03,Grade_1.3,LVL_02
EMP_5073,DEPT_02,Grade_1.3,LVL_02
EMP_5074,DEPT_02,Grade_1.2,LVL_01
EMP_5075,DEPT_02,Grade_1.2,LVL_01
EMP_5076,DEPT_02,Grade_1.3,LVL_04
EMP_5077,DEPT_01,Grade_1.3,LVL_02
EMP_5078,DEPT_01,Grade_1.2,LVL_02
EMP_5079,DEPT_01,Grade_1.4,LVL_01
EMP_5080,DEPT_02,Grade_1.3,LVL_04
EMP_5081,DEPT_03,Grade_1.2,LVL_03
EMP_5082,DEPT_03,Grade_1.3,LVL_03
EMP_5083,DEPT_02,Grade_1.4,LVL_01
EMP_5084,DEPT_03,Grade_1.4,LVL_04
EMP_5085,DEPT_02,Grade_1.3,LVL_02
EMP_5086,DEPT_03,Grade_1.2,LVL_04
EMP_5087,DEPT_03,Grade_1.3,LVL_04
EMP_5088,DEPT_03,Grade_1.4,LVL_03
EMP_5089,DEPT_03,Grade_1.4,LVL_02
EMP_5090,DEPT_01,Grade_1.4,LVL_01
EMP_5091,DEPT_02,Grade_1.2,LVL_03
EMP_5092,DEPT_01,Grade_1.4,LVL_01
EMP_5093,DEPT_01,Grade_1.3,LVL_01
EMP_5094,DEPT_03,Grade_1.2,LVL_01
EMP_5095,DEPT_01,Grade_1.4,LVL_04
EMP_5096,DEPT_03,Grade_1.4,LVL_03
EMP_5097,DEPT_01,Grade_1.4,LVL_04
EMP_5098,DEPT_02,Grade_1.3,LVL_03
EMP_5099,DEPT_01,Grade_1.4,LVL_02
EMP_5100,DEPT_03,Grade_1.2,LVL_02
EMP_5101,DEPT_02,Grade_1.4,LVL_02
EMP_5102,DEPT_03,Grade_1.3,LVL_03
EMP_5103,DEPT_03,Grade_1.3,LVL_04
EMP_5104,DEPT_02,Grade_1.3,LVL_02
EMP_5105,DEPT_01,Grade_1.2,LVL_04
EMP_5106,DEPT_02,Grade_1.3,LVL_01
EMP_5107,DEPT_01,Grade_1.2,LVL_01
EMP_5108,DEPT_03,Grade_1.3,LVL_04
EMP_5109,DEPT_02,Grade_1.3,LVL_03
EMP_5110,DEPT_03,Grade_1.2,LVL_01
EMP_5111,DEPT_03,Grade_1.2,LVL_01
EMP_5112,DEPT_01,Grade_1.3,LVL_02
EMP_5113,DEPT_02,Grade_1.2,LVL_03
EMP_5114,DEPT_02,Grade_1.2,LVL_01
EMP_5115,DEPT_02,Grade_1.3,LVL_02
EMP_5116,DEPT_02,Grade_1.3,LVL_01
EMP_5117,DEPT_01,Grade_1.2,LVL_04
EMP_5118,DEPT_02,Grade_1.3,LVL_02
EMP_5119,DEPT_01,Grade_1.3,LVL_03
EMP_5120,DEPT_03,Grade_1.4,LVL_02
EMP_5121,DEPT_02,Grade_1.4,LVL_02
EMP_5122,DEPT_03,Grade_1.4,LVL_02
EMP_5123,DEPT_01,Grade_1.2,LVL_01
EMP_5124,DEPT_01,Grade_1.3,LVL_02
EMP_5125,DEPT_03,Grade_1.3,LVL_01
EMP_5126,DEPT_02,Grade_1.2,LVL_04
EMP_5127,DEPT_03,Grade_1.2,LVL_01
EMP_5128,DEPT_01,Grade_1.3,LVL_03
EMP_5129,DEPT_01,Grade_1.2,LVL_02
EMP_5130,DEPT_01,Grade_1.2,LVL_02
EMP_5131,DEPT_01,Grade_1.2,LVL_03
EMP_5132,DEPT_02,Grade_1.4,LVL_03
EMP_5133,DEPT_03,Grade_1.2,LVL_02
EMP_5134,DEPT_02,Grade_1.2,LVL_04
EMP_5135,DEPT_02,Grade_1.3,LVL_02
EMP_5136,DEPT_03,Grade_1.3,LVL_03
EMP_5137,DEPT_02,Grade_1.3,LVL_01
EMP_5138,DEPT_01,Grade_1.4,LVL_04
EMP_5139,DEPT_01,Grade_1.2,LVL_01
EMP_5140,DEPT_03,Grade_1.4,LVL_02
EMP_5141,DEPT_01,Grade_1.2,LVL_02
EMP_5142,DEPT_01,Grade_1.4,LVL_03
EMP_5143,DEPT_02,Grade_1.2,LVL_01
EMP_5144,DEPT_03,Grade_1.3,LVL_04
EMP_5145,DEPT_02,Grade_1.3,LVL_03
EMP_5146,DEPT_03,Grade_1.2,LVL_04
EMP_5147,DEPT_03,Grade_1.3,LVL_04
EMP_5148,DEPT_02,Grade_1.3,LVL_04
EMP_5149,DEPT_02,Grade_1.4,LVL_04
EMP_5150,DEPT_02,Grade_1.2,LVL_04
EMP_5151,DEPT_01,Grade_1.3,LVL_04
EMP_5152,DEPT_03,Grade_1.3,LVL_02
EMP_5153,DEPT_01,Grade_1.3,LVL_03
EMP_5154,DEPT_01,Grade_1.4,LVL_02
EMP_5155,DEPT_03,Grade_1.3,LVL_02
EMP_5156,DEPT_01,Grade_1.4,LVL_04
EMP_5157,DEPT_01,Grade_1.3,LVL_03
EMP_5158,DEPT_02,Grade_1.2,LVL_02
EMP_5159,DEPT_02,Grade_1.2,LVL_04
EMP_5160,DEPT_03,Grade_1.3,LVL_01
EMP_5161,DEPT_03,Grade_1.3,LVL_01
EMP_5162,DEPT_03,Grade_1.4,LVL_03
EMP_5163,DEPT_03,Grade_1.2,LVL_02
EMP_5164,DEPT_03,Grade_1.4,LVL_03
EMP_5165,DEPT_02,Grade_1.3,LVL_02
EMP_5166,DEPT_01,Grade_1.4,LVL_02
EMP_5167,DEPT_01,Grade_1.4,LVL_03
EMP_5168,DEPT_03,Grade_1.3,LVL_01
EMP_5169,DEPT_03,Grade_1.3,LVL_03
EMP_5170,DEPT_01,Grade_1.4,LVL_02
EMP_5171,DEPT_02,Grade_1.2,LVL_01
EMP_5172,DEPT_01,Grade_1.2,LVL_01
EMP_5173,DEPT_01,Grade_1.4,LVL_01
EMP_5174,DEPT_02,Grade_1.3,LVL_04
EMP_5175,DEPT_03,Grade_1.3,LVL_01
EMP_5176,DEPT_01,Grade_1.4,LVL_02
EMP_5177,DEPT_01,Grade_1.3,LVL_04
EMP_5178,DEPT_03,Grade_1.2,LVL_02
EMP_5179,DEPT_01,Grade_1.2,LVL_01
EMP_5180,DEPT_02,Grade_1.4,LVL_01
EMP_5181,DEPT_02,Grade_1.4,LVL_04
EMP_5182,DEPT_03,Grade_1.2,LVL_02
EMP_5183,DEPT_01,Grade_1.3,LVL_01
EMP_5184,DEPT_01,Grade_1.3,LVL_03
EMP_5185,DEPT_01,Grade_1.2,LVL_03
EMP_5186,DEPT_03,Grade_1.4,LVL_04
EMP_5187,DEPT_03,Grade_1.4,LVL_03
EMP_5188,DEPT_02,Grade_1.3,LVL_01
EMP_5189,DEPT_03,Grade_1.4,LVL_04
EMP_5190,DEPT_02,Grade_1.3,LVL_02
EMP_5191,DEPT_01,Grade_1.3,LVL_02
EMP_5192,DEPT_03,Grade_1.2,LVL_02
EMP_5193,DEPT_01,Grade_1.4,LVL_01
EMP_5194,DEPT_02,Grade_1.4,LVL_02
EMP_5195,DEPT_01,Grade_1.4,LVL_04
EMP_5196,DEPT_01,Grade_1.2,LVL_02
EMP_5197,DEPT_01,Grade_1.2,LVL_03
EMP_5198,DEPT_01,Grade_1.2,LVL_03
EMP_5199,DEPT_01,Grade_1.2,LVL_02
EMP_5200,DEPT_01,Grade_1.4,LVL_03
EMP_5201,DEPT_02,Grade_1.4,LVL_04
EMP_5202,DEPT_02,Grade_1.3,LVL_01
EMP_5203,DEPT_03,Grade_1.4,LVL_04
EMP_5204,DEPT_02,Grade_1.3,LVL_03
EMP_5205,DEPT_01,Grade_1.2,LVL_04
EMP_5206,DEPT_02,Grade_1.4,LVL_02
EMP_5207,DEPT_02,Grade_1.3,LVL_02
EMP_5208,DEPT_03,Grade_1.2,LVL_01
EMP_5209,DEPT_01,Grade_1.3,LVL_03
EMP_5210,DEPT_03,Grade_1.4,LVL_04
EMP_5211,DEPT_01,Grade_1.4,LVL_01
EMP_5212,DEPT_03,Grade_1.2,LVL_04
EMP_5213,DEPT_02,Grade_1.2,LVL_03
EMP_5214,DEPT_03,Grade_1.4,LVL_02
EMP_5215,DEPT_01,Grade_1.2,LVL_03
EMP_5216,DEPT_02,Grade_1.4,LVL_02
EMP_5217,DEPT_01,Grade_1.3,LVL_04
EMP_5218,DEPT_02,Grade_1.2,LVL_03
EMP_5219,DEPT_02,Grade_1.4,LVL_03
EMP_5220,DEPT_02,Grade_1.2,LVL_04
EMP_5221,DEPT_02,Grade_1.2,LVL_02
EMP_5222,DEPT_03,Grade_1.3,LVL_01
EMP_5223,DEPT_02,Grade_1.4,LVL_04
EMP_5224,DEPT_03,Grade_1.2,LVL_03
EMP_5225,DEPT_01,Grade_1.2,LVL_04
EMP_5226,DEPT_02,Grade_1.4,LVL_01
EMP_5227,DEPT_01,Grade_1.4,LVL_03
EMP_5228,DEPT_02,Grade_1.4,LVL_01
EMP_5229,DEPT_03,Grade_1.3,LVL_01
EMP_5230,DEPT_03,Grade_1.3,LVL_02
EMP_5231,DEPT_01,Grade_1.3,LVL_04
EMP_5232,DEPT_01,Grade_1.2,LVL_04
EMP_5233,DEPT_02,Grade_1.3,LVL_03
EMP_5234,DEPT_03,Grade_1.4,LVL_04
EMP_5235,DEPT_01,Grade_1.4,LVL_03
EMP_5236,DEPT_02,Grade_1.4,LVL_01
EMP_5237,DEPT_02,Grade_1.2,LVL_01
EMP_5238,DEPT_01,Grade_1.3,LVL_02
EMP_5239,DEPT_03,Grade_1.4,LVL_03
EMP_5240,DEPT_01,Grade_1.2,LVL_03
EMP_5241,DEPT_03,Grade_1.2,LVL_04
EMP_5242,DEPT_02,Grade_1.2,LVL_03
EMP_5243,DEPT_03,Grade_1.3,LVL_02
EMP_5244,DEPT_03,Grade_1.2,LVL_01
EMP_5245,DEPT_03,Grade_1.3,LVL_01
EMP_5246,DEPT_02,Grade_1.4,LVL_04
EMP_5247,DEPT_02,Grade_1.2,LVL_02
EMP_5248,DEPT_03,Grade_1.2,LVL_03
EMP_5249,DEPT_01,Grade_1.4,LVL_02
EMP_5250,DEPT_01,Grade_1.2,LVL_03
EMP_5251,DEPT_02,Grade_1.3,LVL_02
EMP_5252,DEPT_02,Grade_1.3,LVL_01
EMP_5253,DEPT_02,Grade_1.4,LVL_03
EMP_5254,DEPT_02,Grade_1.2,LVL_01
EMP_5255,DEPT_01,Grade_1.3,LVL_01
EMP_5256,DEPT_01,Grade_1.3,LVL_04
EMP_5257,DEPT_01,Grade_1.4,LVL_01
EMP_5258,DEPT_02,Grade_1.2,LVL_01
EMP_5259,DEPT_03,Grade_1.2,LVL_04
EMP_5260,DEPT_03,Grade_1.4,LVL_03
EMP_5261,DEPT_01,Grade_1.4,LVL_02
EMP_5262,DEPT_03,Grade_1.2,LVL_03
EMP_5263,DEPT_02,Grade_1.2,LVL_01
EMP_5264,DEPT_03,Grade_1.3,LVL_03
EMP_5265,DEPT_01,Grade_1.3,LVL_03
EMP_5266,DEPT_01,Grade_1.4,LVL_01
EMP_5267,DEPT_03,Grade_1.4,LVL_03
EMP_5268,DEPT_03,Grade_1.4,LVL_03
EMP_5269,DEPT_02,Grade_1.3,LVL_04
EMP_5270,DEPT_01,Grade_1.4,LVL_04
EMP_5271,DEPT_03,Grade_1.2,LVL_02
EMP_5272,DEPT_02,Grade_1.2,LVL_01
EMP_5273,DEPT_01,Grade_1.3,LVL_02
EMP_5274,DEPT_02,Grade_1.4,LVL_01
EMP_5275,DEPT_01,Grade_1.2,LVL_04
EMP_5276,DEPT_02,Grade_1.2,LVL_04
EMP_5277,DEPT_02,Grade_1.2,LVL_02
EMP_5278,DEPT_03,Grade_1.2,LVL_01
EMP_5279,DEPT_02,Grade_1.2,LVL_02
EMP_5280,DEPT_02,Grade_1.2,LVL_04
EMP_5281,DEPT_03,Grade_1.3,LVL_04
EMP_5282,DEPT_03,Grade_1.3,LVL_03
EMP_5283,DEPT_02,Grade_1.3,LVL_04
EMP_5284,DEPT_03,Grade_1.4,LVL_01
EMP_5285,DEPT_02,Grade_1.3,LVL_03
EMP_5286,DEPT_02,Grade_1.3,LVL_03
EMP_5287,DEPT_01,Grade_1.4,LVL_02
EMP_5288,DEPT_03,Grade_1.3,LVL_02
EMP_5289,DEPT_01,Grade_1.3,LVL_01
EMP_5290,DEPT_03,Grade_1.2,LVL_01
EMP_5291,DEPT_02,Grade_1.2,LVL_01
EMP_5292,DEPT_03,Grade_1.4,LVL_03
EMP_5293,DEPT_03,Grade_1.4,LVL_03
EMP_5294,DEPT_02,Grade_1.2,LVL_01
EMP_5295,DEPT_02,Grade_1.3,LVL_02
EMP_5296,DEPT_02,Grade_1.3,LVL_01
EMP_5297,DEPT_02,Grade_1.4,LVL_01
EMP_5298,DEPT_02,Grade_1.3,LVL_04
EMP_5299,DEPT_03,Grade_1.3,LVL_03
EMP_5300,DEPT_01,Grade_1.2,LVL_01
EMP_5301,DEPT_01,Grade_1.3,LVL_03
EMP_5302,DEPT_01,Grade_1.2,LVL_03
EMP_5303,DEPT_03,Grade_1.2,LVL_02
EMP_5304,DEPT_03,Grade_1.3,LVL_02
EMP_5305,DEPT_01,Grade_1.2,LVL_04
EMP_5306,DEPT_02,Grade_1.4,LVL_01
EMP_5307,DEPT_02,Grade_1.2,LVL_03
EMP_5308,DEPT_03,Grade_1.3,LVL_02
EMP_5309,DEPT_01,Grade_1.4,LVL_04
EMP_5310,DEPT_01,Grade_1.4,LVL_03
EMP_5311,DEPT_01,Grade_1.2,LVL_03
EMP_5312,DEPT_03,Grade_1.4,LVL_04
EMP_5313,DEPT_03,Grade_1.2,LVL_04
EMP_5314,DEPT_01,Grade_1.4,LVL_02
EMP_5315,DEPT_02,Grade_1.3,LVL_03
EMP_5316,DEPT_01,Grade_1.4,LVL_04
EMP_5317,DEPT_01,Grade_1.2,LVL_01
EMP_5318,DEPT_03,Grade_1.4,LVL_02
EMP_5319,DEPT_02,Grade_1.2,LVL_04
EMP_5320,DEPT_03,Grade_1.4,LVL_04
EMP_5321,DEPT_03,Grade_1.3,LVL_04
EMP_5322,DEPT_02,Grade_1.2,LVL_03
EMP_5323,DEPT_02,Grade_1.3,LVL_02
EMP_5324,DEPT_02,Grade_1.2,LVL_04
EMP_5325,DEPT_02,Grade_1.3,LVL_01
EMP_5326,DEPT_02,Grade_1.4,LVL_02
EMP_5327,DEPT_03,Grade_1.3,LVL_02
EMP_5328,DEPT_03,Grade_1.2,LVL_01
EMP_5329,DEPT_03,Grade_1.4,LVL_04
EMP_5330,DEPT_03,Grade_1.2,LVL_02
EMP_5331,DEPT_02,Grade_1.2,LVL_02
EMP_5332,DEPT_01,Grade_1.3,LVL_03
EMP_5333,DEPT_02,Grade_1.4,LVL_01
EMP_5334,DEPT_02,Grade_1.2,LVL_04
EMP_5335,DEPT_02,Grade_1.2,LVL_03
EMP_5336,DEPT_03,Grade_1.2,LVL_04
EMP_5337,DEPT_01,Grade_1.3,LVL_01
EMP_5338,DEPT_01,Grade_1.2,LVL_04
EMP_5339,DEPT_03,Grade_1.3,LVL_01
EMP_5340,DEPT_03,Grade_1.3,LVL_02
EMP_5341,DEPT_03,Grade_1.2,LVL_01
EMP_5342,DEPT_01,Grade_1.3,LVL_03
EMP_5343,DEPT_02,Grade_1.2,LVL_01
EMP_5344,DEPT_02,Grade_1.3,LVL_01
EMP_5345,DEPT_03,Grade_1.3,LVL_01
EMP_5346,DEPT_02,Grade_1.2,LVL_01
EMP_5347,DEPT_02,Grade_1.3,LVL_03
EMP_5348,DEPT_02,Grade_1.2,LVL_03
EMP_5349,DEPT_03,Grade_1.3,LVL_03
EMP_5350,DEPT_01,Grade_1.2,LVL_03
EMP_5351,DEPT_02,Grade_1.2,LVL_04
EMP_5352,DEPT_03,Grade_1.3,LVL_01
EMP_5353,DEPT_02,Grade_1.4,LVL_03
EMP_5354,DEPT_03,Grade_1.3,LVL_02
EMP_5355,DEPT_03,Grade_1.3,LVL_02
EMP_5356,DEPT_03,Grade_1.2,LVL_02
EMP_5357,DEPT_01,Grade_1.4,LVL_01
EMP_5358,DEPT_01,Grade_1.4,LVL_01
EMP_5359,DEPT_01,Grade_1.3,LVL_04
EMP_5360,DEPT_03,Grade_1.2,LVL_03
EMP_5361,DEPT_02,Grade_1.4,LVL_03
EMP_5362,DEPT_03,Grade_1.4,LVL_03
EMP_5363,DEPT_01,Grade_1.3,LVL_02
EMP_5364,DEPT_03,Grade_1.3,LVL_02
EMP_5365,DEPT_01,Grade_1.2,LVL_02
EMP_5366,DEPT_01,Grade_1.2,LVL_01
EMP_5367,DEPT_03,Grade_1.4,LVL_03
EMP_5368,DEPT_03,Grade_1.2,LVL_01
EMP_5369,DEPT_02,Grade_1.2,LVL_02
EMP_5370,DEPT_03,Grade_1.2,LVL_03
EMP_5371,DEPT_02,Grade_1.3,LVL_04
EMP_5372,DEPT_01,Grade_1.2,LVL_02
EMP_5373,DEPT_01,Grade_1.3,LVL_03
EMP_5374,DEPT_02,Grade_1.3,LVL_04
EMP_5375,DEPT_01,Grade_1.4,LVL_04
EMP_5376,DEPT_01,Grade_1.3,LVL_03
EMP_5377,DEPT_02,Grade_1.4,LVL_04
EMP_5378,DEPT_03,Grade_1.2,LVL_04
EMP_5379,DEPT_01,Grade_1.3,LVL_02
EMP_5380,DEPT_03,Grade_1.4,LVL_03
EMP_5381,DEPT_01,Grade_1.3,LVL_04
EMP_5382,DEPT_03,Grade_1.3,LVL_02
EMP_5383,DEPT_03,Grade_1.4,LVL_03
EMP_5384,DEPT_01,Grade_1.3,LVL_02
EMP_5385,DEPT_02,Grade_1.2,LVL_02
EMP_5386,DEPT_03,Grade_1.3,LVL_03
EMP_5387,DEPT_03,Grade_1.2,LVL_02
EMP_5388,DEPT_03,Grade_1.2,LVL_03
EMP_5389,DEPT_01,Grade_1.2,LVL_02
EMP_5390,DEPT_01,Grade_1.4,LVL_01
EMP_5391,DEPT_01,Grade_1.3,LVL_04
EMP_5392,DEPT_03,Grade_1.2,LVL_04
EMP_5393,DEPT_01,Grade_1.4,LVL_02
EMP_5394,DEPT_01,Grade_1.2,LVL_04
EMP_5395,DEPT_01,Grade_1.2,LVL_01
EMP_5396,DEPT_02,Grade_1.4,LVL_01
EMP_5397,DEPT_02,Grade_1.3,LVL_02
EMP_5398,DEPT_02,Grade_1.2,LVL_02
EMP_5399,DEPT_03,Grade_1.3,LVL_02
EMP_5400,DEPT_03,Grade_1.3,LVL_03
EMP_5401,DEPT_03,Grade_1.4,LVL_02
EMP_5402,DEPT_02,Grade_1.3,LVL_04
EMP_5403,DEPT_02,Grade_1.2,LVL_04
EMP_5404,DEPT_03,Grade_1.2,LVL_01
EMP_5405,DEPT_01,Grade_1.3,LVL_01
EMP_5406,DEPT_01,Grade_1.2,LVL_02
EMP_5407,DEPT_02,Grade_1.4,LVL_02
EMP_5408,DEPT_02,Grade_1.3,LVL_03
EMP_5409,DEPT_02,Grade_1.3,LVL_01
EMP_5410,DEPT_03,Grade_1.2,LVL_02
EMP_5411,DEPT_02,Grade_1.4,LVL_04
EMP_5412,DEPT_01,Grade_1.2,LVL_04
EMP_5413,DEPT_01,Grade_1.2,LVL_02
EMP_5414,DEPT_01,Grade_1.2,LVL_03
EMP_5415,DEPT_01,Grade_1.4,LVL_02
EMP_5416,DEPT_03,Grade_1.3,LVL_03
EMP_5417,DEPT_01,Grade_1.3,LVL_02
EMP_5418,DEPT_03,Grade_1.3,LVL_01
EMP_5419,DEPT_03,Grade_1.2,LVL_04
EMP_5420,DEPT_01,Grade_1.2,LVL_01
EMP_5421,DEPT_01,Grade_1.3,LVL_03
EMP_5422,DEPT_01,Grade_1.4,LVL_04
EMP_5423,DEPT_02,Grade_1.4,LVL_03
EMP_5424,DEPT_01,Grade_1.3,LVL_04
EMP_5425,DEPT_03,Grade_1.4,LVL_03
EMP_5426,DEPT_03,Grade_1.3,LVL_03
EMP_5427,DEPT_03,Grade_1.3,LVL_02
EMP_5428,DEPT_02,Grade_1.4,LVL_02
EMP_5429,DEPT_02,Grade_1.3,LVL_03
EMP_5430,DEPT_02,Grade_1.4,LVL_01
EMP_5431,DEPT_02,Grade_1.3,LVL_03
EMP_5432,DEPT_03,Grade_1.3,LVL_04
EMP_5433,DEPT_03,Grade_1.2,LVL_04
EMP_5434,DEPT_03,Grade_1.3,LVL_04
EMP_5435,DEPT_02,Grade_1.4,LVL_03
EMP_5436,DEPT_01,Grade_1.2,LVL_03
EMP_5437,DEPT_01,Grade_1.3,LVL_02
EMP_5438,DEPT_03,Grade_1.4,LVL_02
EMP_5439,DEPT_01,Grade_1.3,LVL_02
EMP_5440,DEPT_03,Grade_1.4,LVL_01
EMP_5441,DEPT_02,Grade_1.2,LVL_03
EMP_5442,DEPT_02,Grade_1.4,LVL_02
EMP_5443,DEPT_02,Grade_1.4,LVL_04
EMP_5444,DEPT_03,Grade_1.3,LVL_02
EMP_5445,DEPT_03,Grade_1.4,LVL_04
EMP_5446,DEPT_01,Grade_1.4,LVL_01
EMP_5447,DEPT_01,Grade_1.3,LVL_02
EMP_5448,DEPT_03,Grade_1.4,LVL_04
EMP_5449,DEPT_02,Grade_1.3,LVL_03
EMP_5450,DEPT_03,Grade_1.2,LVL_01
EMP_5451,DEPT_01,Grade_1.4,LVL_03
EMP_5452,DEPT_02,Grade_1.3,LVL_04
EMP_5453,DEPT_02,Grade_1.2,LVL_04
EMP_5454,DEPT_01,Grade_1.4,LVL_04
EMP_5455,DEPT_01,Grade_1.3,LVL_01
EMP_5456,DEPT_01,Grade_1.3,LVL_04
EMP_5457,DEPT_03,Grade_1.2,LVL_02
EMP_5458,DEPT_02,Grade_1.3,LVL_03
EMP_5459,DEPT_03,Grade_1.2,LVL_02
EMP_5460,DEPT_02,Grade_1.3,LVL_01
EMP_5461,DEPT_02,Grade_1.3,LVL_03
EMP_5462,DEPT_01,Grade_1.2,LVL_04
EMP_5463,DEPT_03,Grade_1.4,LVL_01
EMP_5464,DEPT_02,Grade_1.4,LVL_01
EMP_5465,DEPT_01,Grade_1.2,LVL_02
EMP_5466,DEPT_02,Grade_1.4,LVL_04
EMP_5467,DEPT_03,Grade_1.4,LVL_03
EMP_5468,DEPT_03,Grade_1.4,LVL_02
EMP_5469,DEPT_02,Grade_1.3,LVL_03
EMP_5470,DEPT_01,Grade_1.2,LVL_04
EMP_5471,DEPT_01,Grade_1.3,LVL_01
EMP_5472,DEPT_01,Grade_1.4,LVL_04
EMP_5473,DEPT_02,Grade_1.3,LVL_04
EMP_5474,DEPT_03,Grade_1.2,LVL_02
EMP_5475,DEPT_01,Grade_1.3,LVL_01
EMP_5476,DEPT_03,Grade_1.3,LVL_02
EMP_5477,DEPT_02,Grade_1.2,LVL_03
EMP_5478,DEPT_03,Grade_1.2,LVL_04
EMP_5479,DEPT_02,Grade_1.4,LVL_01
EMP_5480,DEPT_02,Grade_1.3,LVL_04
EMP_5481,DEPT_02,Grade_1.2,LVL_02
EMP_5482,DEPT_01,Grade_1.4,LVL_04
EMP_5483,DEPT_02,Grade_1.3,LVL_01
EMP_5484,DEPT_02,Grade_1.3,LVL_02
EMP_5485,DEPT_02,Grade_1.2,LVL_03
EMP_5486,DEPT_01,Grade_1.3,LVL_04
EMP_5487,DEPT_03,Grade_1.2,LVL_02
